status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
354821057967236_1188851454564188,"#s40182
[SG]
mình là sv RMIT học profcomm còn 3 sem hết học. mình đang kiếm phòng ở đâu đó gần trường và gần trung tâm luôn hihi nói chung q1-3-4-5-7 .. mình con gái 100% có tạp chất, có nuôi 1-2 con mèo (có thể là 2 con tại vì con mèo của mình vừa sinh con xong) - cái này thiệt tình ko phiền lắm vì mình dọn dẹp cho tụi nó nên hem có bị mùi đồ này nọ. budget thì chắc dưới 5tr/tháng bao gồm cả các khoản điện nước blah bleh bloh. ai có phòng cho thuê hay có nhà share đc hãy comment để mình inbox nhéeeee. mình cám ơn trước <3",,status,,2017-01-25 23:45:56,43,8,0,42,0,0,1,0,0
354821057967236_1187067384742595,,Tết rồi đi đứng cẩn thận!,video,https://www.facebook.com/rmitvnconf/videos/1187067384742595/,2017-01-24 11:13:16,87,11,1,70,4,1,11,0,1
354821057967236_1185880588194608,"#s40181
Tìm một người bạn thân khác giới có khó lắm không ạ? Để cùng đồng điệu sẽ chia những bản nhạc, những sở thích, đôi câu chuyện hoặc vài khi kể về những cung đường ẩn chứa những kỉ niệm thời xưa cũ hồn nhiên. Không biết nói gì hơn, chỉ băn khoăn như vậy. Keane, The Beatle, Loreena Mckennitt... Và còn nhiều điều thú vị mà mình muốn sẻ chia cùng. Tại mình cũng không giỏi nói chuyện với nam sinh, nên cũng hào hứng tìm bạn khác giới như vầy để cải thiện giao tiếp. SG/DN",,status,,2017-01-23 09:48:46,99,26,1,94,4,0,1,0,0
354821057967236_1185880291527971,"#s40180
Các bạn ơi cho mình hỏi Investment và Company Law thì môn nào nặng hơn vậy? Sem này mình học 4 môn nên ko biết chọn môn nào cho nuột chút. Cảm ơn các bạn nhiều",,status,,2017-01-23 09:48:08,12,2,0,10,2,0,0,0,0
354821057967236_1185879194861414,"#s40179
SG Khi nào có điểm sem này vậy mọi người??? Năm mới vui vẻ :3",,status,,2017-01-23 09:47:32,38,7,2,38,0,0,0,0,0
354821057967236_1185879021528098,"#s40178
SG Cái chuyện giàu nghèo phân biệt khi đi làm thêm ấy, nếu như bạn nào khó chịu (cũng như mình), khi gặp trường hợp trên mình thường đáp lại ""Mình đéo giàu bạn à, gia đình mình khá giả đủ điều kiện cho mình ăn học ở môi trường tốt thôi. Mình mà giàu thì mình đéo đi làm thêm đâu. Dù cho có giàu đi nữa, khi mình đi làm thêm, mình cũng là lính như bạn cả, cũng ăn đồng lương, cũng chịu phạt khi sai và ăn thưởng khi làm tốt thôi"" P/s: còn cái việc các bạn đồng nghiệp ỷ tui học RMIT chắc nói tiếng anh hay nên cứ ném tui ra chỗ khách Malay hay Ấn làm tui nổ mẹ lỗ tai mà đéo nghe được gì thì vấn đề này tui chịu :'( ""RMIT mà nghe tiếng anh không được à?"". Tui đành nhận tui ngu",,status,,2017-01-23 09:47:06,104,5,0,89,2,1,12,0,0
354821057967236_1185530904896243,"#s40177
[BÁN VÉ XE TẾT] 😭😭😭
Gia đình bạn Đạt vì ""Lí Do Riêng"" nên không về được, vé đã đặt xin hồi bán chợ đen/công ty vận tải cũng không nhận nữa. Các bạn nào có nhu cầu cần mua cmnt hoặc inbox cho bạn Đạt nha, liên hệ qua Hotline 01233397177.bạn nào có lòng SHARE tiếp bạn Đạt với 😂
3 vé đi xe PHƯƠNG TRANG Cà Mau->Sài Gòn
8h ngày 24/01/2017
Đồng giá 259.000đ/vé, bán lẻ 220.000đ/vé, combo lun 600.000đ/3 vé nha. 
Số ghế A10 +A11 + A20
HELP MEEEE !!!",Timeline Photos,photo,https://www.facebook.com/rmitvnconf/photos/a.355671914548817.81103.354821057967236/1185530904896243/?type=3,2017-01-23 01:51:05,17,1,0,16,1,0,0,0,0
354821057967236_1185527534896580,"#s40176
SG -
Chào các bạn. Mình học chương trình bachelor ( marketing program) được 12 credit thì buộc phải nghỉ. Lí do thì mình cũng xin nói thật là vì kinh tế gia đình, phần cũng vì mẹ bệnh nên mình không thể tiếp tục học nữa. Nay mọi việc đã ổn hơn nhưng mình mù mịt về tương lai quá. Tìm job thì ngta đòi degree:(. Mình có theo dõi confes thì thấy thỉnh thoảng có starup. Vậy nên mình đăng confess này với hi vọng rằng cá nhân hoặc công ty nào cần tuyển dụng nhân viên,sale hay bất cứ vị trí nào mà chưa có kinh nghiệm cũng như chưa hoàn thành bằng cấp như mình vào làm việc không ạ?  Mình rất nhiệt huyết, english tốt và mong muốn 1 công việc ổn định, thăng tiến. 
Cảm ơn mọi người rất nhiều !",,status,,2017-01-23 01:46:15,74,10,0,66,8,0,0,0,0
354821057967236_1185527348229932,"#s40175
[SG]
Xin chào mọi người, đợt tới này qua tết mình sẽ chuyển vào trong sg để tiếp tục học. Cho đến hiện tại thì vấn đề nhà cửa vẫn hơi nan giải, mình tính định thuê căn hộ ở HAGL 3 cho tiện việc đi lại nên mình muốn hỏi xem có bạn nào cùng tư tưởng thì góp gạo thổi cơm chung hoặc ai có ý kiến chỗ nào ổn mà giá cả phải chăng hơn thì cùng bàn bạc để quyết định. Mình là nam, các bạn quan tâm cứ cmt rồi mình sẽ chủ động inbox, thank !",,status,,2017-01-23 01:45:34,9,1,0,8,1,0,0,0,0
354821057967236_1185526984896635,"#s40174
Mình sợ RMIT, nhưng đâm lao phải theo lao, stress quá",,status,,2017-01-23 01:44:01,93,2,0,82,4,0,6,1,0
354821057967236_1185526434896690,"#s40173
(SG) Mình là sinh viên sắp chuyển vào kí túc xá của RMIT Sài Gòn đang thắc mắc về chất lượng và giá cả của các quán ăn trong trường ạ. Mọi người trong trường có thể cho mình xin một chút review về các quán ăn trong trường được không ạ?
Mình cảm ơn rất nhiều",,status,,2017-01-23 01:42:12,53,8,2,48,4,0,1,0,0
354821057967236_1185512148231452,Mới có thêm mấy building mới nha các ông,Timeline Photos,photo,https://www.facebook.com/rmitvnconf/photos/a.355671914548817.81103.354821057967236/1185512148231452/?type=3,2017-01-23 01:14:26,471,37,4,386,4,5,75,1,0
354821057967236_724233411025997,,RMIT Confessions's cover photo,photo,https://www.facebook.com/rmitvnconf/photos/a.354823837966958.80979.354821057967236/724233411025997/?type=3,2017-01-22 09:05:07,377,4,0,358,19,0,0,0,0
354821057967236_1174411666008167,"Một lòng vì Hải Phòng!

Rồng thích thì rồng tha thu hoy!",RMIT Confessions,photo,https://www.facebook.com/rmitvnconf/photos/a.354821471300528.80977.354821057967236/1174411666008167/?type=3,2017-01-22 09:03:32,1009,19,1,769,40,1,199,0,0
354821057967236_1184827354966598,"#s40172

[SG] 
Chào mọi người, mình muốn hỏi các anh/chị và các bạn sau khi tốt nghiệp thì tìm kiếm việc làm ở các kênh nào vậy, chia sẻ cho mình vài kênh tìm kiếm thông tin với.
Mình thì đã viết CV xong cũng đăng thử lên một số web online mà thấy mông lung quá, không biết hỏi ai, hy vọng nhận được nhiều lời chia sẻ của các bạn.",,status,,2017-01-22 09:02:34,43,11,1,43,0,0,0,0,0
354821057967236_1184826534966680,"#s40171

SG
Ad đăng giúp em với nhé :3
Anh chị ơi cho em hỏi 6 môn: Acct, Mac 1, Mic 1, Stat 1, Marketing Principles, Commercial Law  trong 2 sem, mỗi sem 3 môn thì chia thế nào cho hợp lí ạ? Mong mọi người hãy giúp đỡ em nhỏ :D Cảm ơn anh chị nhiều :>",,status,,2017-01-22 09:02:00,18,4,1,17,1,0,0,0,0
354821057967236_1184826254966708,"#s40170

Mình thấy mọi người cứ quan trọng hóa rồi nâng tầm quan điểm về chuyện học RMIT giàu hay không. Riêng mình thì mình thấy bạn bè mình học RMIT gia đình cũng thuộc dạng khá giả thôi. Tất nhiên cũng sẽ có những người giàu sụ, nhưng mình đang nói đến đa số bạn bè, người quen của mình thì mình thấy thế. Còn mấy người nhà giàu á? Đi du học hết rồi bạn=)) Nói chứ nhà mình do cũng không đủ điều kiện bao thầu mình đi nước ngoài nên để học RMIT. Vì dù sao sinh hoạt phí cũng rẻ hơn nhiều mà RMIT cũng có học bổng nữa. Nhà mình mà giàu như trong các cfs của các bạn thì mình cũng xin bố mẹ đầu tư cho hẳn mấy tỉ đi du học trường xịn hơn oách hơn rank cao hơn rồi ba :(
À thêm nữa nè, trường khác nói RMIT nhà giàu thì sao? Giàu là xấu à:)) Riêng mình mình thấy nhà mình mà giàu được như các bạn nói thì mình cũng mừng lắm, nhưng mà không phải ạ. Nhà mình cũng thuộc mức trung bình thôi, trước khi học RMIT cũng học phổ thông công lập mấy chục ngàn VND một tháng thôi, chỉ là đại học quan trọng nên ba mẹ cắn răng đầu tư thêm cho. Chứ nhà giàu người ta cho con đi học trường quốc tế từ bé, đi nước ngoài học rồi đại học du học tứ tung rồi ( có những người đến chục tỉ chứ ít gì, bán nhà mình đi cũng không có ngần đấy). Tất nhiên là có những bạn du học nhờ học bổng rồi có nước free học phí. Nhưng mình vẫn chưa đạt đủ trình đấy nên có đi học nước ngoài ba mẹ cũng sẽ vẫn tốn một khoản kha khá nữa, chưa kể mấy đại học Top vừa khó vừa đắt nữa:( Nên các bạn kêu tụi mình nhà giàu nhiều khi tụi mình cũng ngại lắm, hoặc ít nhất là mình ngại vì có giàu bằng ai đâu mà nói hoài =""=
~Nỗi niềm thanh niên loay hoay tìm cách đi học nước ngoài mà không đủ xiền~",,status,,2017-01-22 09:01:42,150,9,3,137,7,0,6,0,0
354821057967236_1184825424966791,"#s40169

[SG] Con trai có cần cạo lông nách ko ạ ?. E hay mặc áo 3 lỗ đi tập Gym, ko biết để lông nách vậy có kỳ ko",,status,,2017-01-22 09:00:46,116,43,0,81,2,0,33,0,0
354821057967236_1184824578300209,"#s40168

SG
Hi, mình cần tìm 1 bạn để chuyển nhượng gói tập gym 1 năm ở  FIT24. Mình mua gói giảm giá 50% nên chỉ trả  7tr500 thay vì 15tr. Trung tâm FIT24 cơ sở vật chất đầy đủ hiện đại, có nhiều lớp học (yoga,...). Bạn nào có  nhu cầu tập thì comment nhé, mình sẽ liên lạc.",,status,,2017-01-22 09:00:01,9,5,0,8,1,0,0,0,0
354821057967236_1184818671634133,"#s40167

- Anh có phiền ko nếu tết này e muốn làm bạn gái anh? 
Chỉ là tự dưng muốn có ai đó để tỏ tình như thế thôi. Thế nên mình chơi một trò chơi nha. Chỉ cần bạn cmt ở cfs này mình sẽ ib hỏi bạn như thế, nếu câu trả lời là """"ko"""" thì cta cho nhau một cơ hội. Còn nếu là """"có"""" thì vẫn làm bạn đc nè =)). Tết rồi chúc mấy bạn mau mau có gấu nha nha ❤",,status,,2017-01-22 08:56:48,266,101,0,225,8,1,31,1,0
354821057967236_1184816921634308,"#s40166

SG
Chào các anh, chị,
E đang học c3 và khá là thích RMIT từ cảnh quan cho đến các anh chị ở đây (do e có cơ hội vào vài lần do có người thân học ở đây dẫn vào chơi hehe). À e cũng tính xin vào học Prof com sau khi tốt nghiệp c3 :x
E thấy các anh ở đây nhiều anh đẹp trai lắm và toàn cao cao, đô con, fitness nên nhiều khi vào chơi trái tim e xốn xang bang bang lắm lol (mấy anh nhìn nerdy cũng rất cute nhé :x). Nói tới đây chắc anh, chị cũng hiểu cfs dùng để làm gì rồi nhỉ =)))
E đang tìm các anh cao hay hơi """"không cao"""" gì đó không quan trọng miễn cao hơn e là đc :p, ăn mặc cũng bth nhưng có tí style được rồi đừng quần jean dép lào Thài-len là e mừng lắm rồi =))) Ăn uống cũng bth thôi không cần phải cao sang gì và đi ăn thì share nhé chứ k e ngại vailu :( (thật đó k đùa đâu) Hài hước và lãng mạn xíu càng tốt nhé do e giỡn nhiều khi nhây lắm lol
Các anh có thể cmt ở đây để e tự đi add ạ, còn các chị biết các anh nào còn ờ-lôn thì tag ảnh vào nhé 😂
Em là nam btw =)))))",,status,,2017-01-22 08:55:50,95,18,4,60,7,0,28,0,0
354821057967236_1184816328301034,"#s40165

SG
Tết này mình không về quê nên mình muốn tìm 1 chỗ làm thêm ngày tết. Bạn nào biết cmt giúp mình để tụ mình làm chung nha =))))))) luv 🌸",,status,,2017-01-22 08:55:25,15,2,0,15,0,0,0,0,0
354821057967236_1184815871634413,"#s40164

AD đăng nhanh giúp mình nha.
Tình hình là mình vừa mua điện thoại samsung galaxy J7 tại TGDĐ, nhưng mình mới làm mất tiền đóng học phí nên nên giờ phải bán lại luôn.
Còn mới tới hơn 99,99% nha. màu Hồng phụ kiện đầy đủ giá gốc chắc các bạn cũng biết 6 triệu 290.
Bạn nào thật sự có nhã ý thì hãy cmt nha mình sẽ tự inbox thương lượng giá cả luôn :)
Cám ơn ạ",,status,,2017-01-22 08:55:03,10,0,0,9,1,0,0,0,0
354821057967236_1184815198301147,"#s40163

(SG) 

Số là lão ba nhà tớ mới tập tễnh chơi FB các mẹ ạ! Những tưởng ba sẽ nghiêm túc này nọ, chơi FB để kết bạn với cô dì chú bác trong dòng họ thôi. Nhưng hôm nay sembreak về nhà, mình lấy đt của lão ba xem qua thì hỡi ơi...Toàn gái với đàn bà(mà già chát xơ quýt luôn), chat chít yêu thương tùm lum thứ hết các mẹ ạ! Mẹ mình cũng điên lên vì chuyện này! Mà lão ba khăn khăng chối quanh chối co, chửi bới các kiểu này nọ! Bảo rằng toàn mấy mẹ đó chủ động nhắn, trong khi tin nhắn toàn do lão gửi -_+ 
Mấy mẹ nào có cao kiến thì cho mình hay với!
Mình thất vọng quá lão ba nhà mình quá đi!",,status,,2017-01-22 08:54:39,52,8,0,33,0,0,18,1,0
354821057967236_1184814871634513,"#s40162

[SG] Gửi chàng trai Rmit...
Anh à! Em từng nghĩ anh là hạnh phúc mà em luôn tìm kiếm. Có lẽ em đã thiếu thực tế trong chuyện này, kỳ vọng quá nhiều và sự kỳ vọng đó giờ phút này em có thể gọi tên nó là giấc mơ. Em ảo tưởng quá về tình cảm của anh dành cho em. Em đã nghĩ, với anh em  là người quan trọng. Dù cho trái tim của anh còn dành tình cảm cho nhiều người khác thì em vẫn được anh đặt vào vị trí trung tâm. Thế nhưng, hình như em đã lầm phải không anh? Trong em là sự trống trải và vô cảm, một khoảng mêng mông trong tâm trí. Tại sao anh lại như vậy? Tại sao anh lại chọn em!?

Em buồn lắm, muốn gào thét thật to để hết buồn. Yêu anh, em cũng hiểu tình yêu chẳng có ý nghĩa gì khi một người không còn tình cảm gì với em. 
Giữa ngổn ngang, bề bộn của cuộc sống này, có phút giây nào anh ngơi nghỉ và thoáng nghĩ về em không? Có sáng nào thức dậy và bất chợt thôi anh thấy lòng mình cô đơn vì thiếu một điều gì đó đã quen thuộc nhưng giờ xa xôi quá, thiếu tin nhắn chúc ngày mới bình yên, thiếu câu quan tâm của em hỏi: hôm nay có gì vui không,...hay những câu chúc anh ngủ ngon mỗi đêm.

Em vẫn nhớ và chờ đợi một yêu thương mong manh đã quá xa tầm với mất rồi nhưng chờ đợi đôi khi không cần một lý do rõ ràng nào cả, đơn giản là chờ đợi mà thôi, chờ hoài những điều giản dị, chờ anh đến để thì thầm lời yêu và nhớ anh thật nhiều. Thời gian qua, cảm ơn anh về tất cả… Hạnh phúc phải do hai đứa cùng vun xây mới thành, một mình em nỗ lực đôi lúc cũng mệt mỏi lắm, không đủ sức để níu kéo cuộc tình này nữa, buông xuôi rồi.

Không biết vì anh vô tâm hay em chưa thật sự quan trọng trong cuộc sống của anh? Em nhận ra giá trị của mình trong anh chỉ là 0% mà thôi. Lời hứa bên nhau, tin và yêu giờ không là gì nữa rồi. Vậy nhé anh, một lần cuối cùng nhé ""Em yêu anh"", chỉ 3 chữ thôi nhưng tin anh hiểu trong 3 chữ đó chứa đựng một tình yêu lớn, một người con gái đã yêu anh. Ngay lúc này đây, người xuất hiện nhiều nhất trong trái tim em, người em nghĩ đến nhiều nhất vẫn là anh. Em sẽ đặt dấu chấm hết cho câu chuyện của chúng mình, một câu chuyện có đủ niềm vui, tiếng cười và nước mắt.

Thật khó khi phải gọi người mình yêu thương theo một cách khác nhưng thôi, tạm biệt anh - một nhân vật trong câu chuyện cuộc đời em. Ngày mai sẽ là một ngày mới, em sẽ bước tiếp trên con đường này, sẽ viết tiếp câu chuyện đời mình và tin ở đâu đó sẽ có người đợi em, cho em hạnh phúc thật sự và cùng em viết nên một kết thúc có hậu. Anh cứ bước tiếp đi, đừng ngoảnh lại phía sau anh nhé vì hạnh phúc đang chờ đợi anh phía trước. Từ sâu trong đáy lòng, em luôn mong những điều tốt đẹp và bình yên nhất đến với anh. Mong người đến sau sẽ yêu anh nhiều hơn em! Tạm biệt anh – người em yêu!

#ST",,status,,2017-01-22 08:54:22,15,2,0,13,2,0,0,0,0
354821057967236_1184812041634796,"#s40161

(SG) 

Con lạy mấy má, mấy cha, không học Rmit mà profile toàn để Rmit University( Financ and Economic ha, Commerce ha,....) :) Hình thì tải mạng về sống ảo như đúng rồi!  Có sao thì để vậy đi, có chết chóc ai hơm, thật thà từ cái nhỏ nhặt vẫn hơn đó các chế à 😒  
Trời đụ, đã vậy còn gửi lời mời kết bạn với tui nữa! Làm vậy chi dạ?!  😌 Mình là gì của nhau? Người quen?  Chắc đéo rồi nha!  :) 
Qua đây mọi người giúp mình cách hạn chế lời mời kết bạn với!  Cám ơn nhiều luôn!  

P/s: mình đã check nick rồi mới nói nhé!  :))))))",,status,,2017-01-22 08:51:22,225,11,0,180,1,0,44,0,0
354821057967236_1183840448398622,"R: Vấn đề nóng hổi, nhảy vô chém gió anh em!!",Dưa Leo - Stand up comedian,video,https://www.facebook.com/DuaLeo.Stand.up.comedian/videos/1298879033505281/,2017-01-21 08:21:21,88,3,0,86,2,0,0,0,0
354821057967236_1183134428469224,"#s40160

SG
Ước gì sinh viên trường mình cũng được học quân sự như những trường khác nhỉ 😂
1 tháng ăn uống ngủ ngỉ ở bên nhau chắc là vui lắm :))))",,status,,2017-01-20 11:39:35,110,14,1,83,2,0,17,0,8
354821057967236_1183134218469245,"#s40159

[SG] Thích một người đã có người yêu thì bây giờ phải làm sao đây? Lâu rồi mới có lại được cảm giác thật sự thích một ai đó vậy mà trớ trêu a lại có người yêu rồi. Thôi thì e đành ngậm ngùi chôn sâu tình cảm này vậy :)",,status,,2017-01-20 11:39:04,92,11,0,85,2,0,5,0,0
354821057967236_1183133941802606,"#s40158

Saigon một cuộc gặp gỡ vô tình trong tiệm trà sữa! 
Hôm nay em đi uống gongcha với bạn em vui lém cool lém xém nữa quýnh lộn giang hồ loạn lạc lửa kiếm binh đao... hôm nay em dự định đi học nhưng cuối cùng quyết định của em lúc đi trên đường vẫn là nghỉ vì tết ròi học hành l' gì nữa hj, cả ngày ở nhà bạn em không có cơ hội nào về chuẩn bị đồ và đổi cặp nên mang cặp in tên trường đi chơi luôn và haha em không biết bắt đầu từ lúc đó em đã trở thành đứa khùng cho cả tiệm trà sữa cười hj. Haha đang đứng xếp hàng o đờ nước chuẩn bị tới lượt em vì chị cute xinh đẹp phô mai que gần o đờ xong rùi và trong lúc chờ thì em lim dim suy nghĩ về cuộc đời phiêu diêu thiệt deep thì đột nhiên có anh đẹp trai mặc áo trắng thưa quý dị, anh lướt đi như 1 cơn gió khác gì Yasou hjhj và ảnh vỗ vào vai em một cái bốp ôi, giọt nước tràn ly anh ơi!!! anh không những cắt đứt dòng suy nghĩ trong em mà anh còn khiến em giật mình rồi cười buồn, cười ngu người ngu dại bởi anh phá hỏng hình tượng emo sad boy của em. Em cười nụ cười vô thức, tâm hồn em có lẽ tan vỡ và em còn đang lim dim chưa tỉnh tưởng là bạn lâu năm không gặp haha bạn vẫn quý và nhớ mình tới chào haha nào ngờ anh la lớn lên 'Chung trường Rmit nè em' chưa hết và anh còn nối tiếp cuộc trò chuyện đến phần hòi họp hơn nữa 'Anh học management nè em học ngành gì?' Với sự hoàn hảo trong cách sử dụng tiếng việt anh đã thu hút được hàng trăm con mắt khán giả đang đứng xếp hàng dài đằng sau em như 1 chú lân nhỏ, tưởng rằng đã hết anh sẽ để em đinh thần trả lời nhưng không, anh lại muốn chứng minh lời nói của mình bằng hành động của mình bằng cách moi ví ra với động tác dứt khoác rồi chỉ vào ID rồi nói ' Nè anh nói xạo em làm cái gì' với một giọng nói vui vẻ và hài hước anh kết thúc câu chuyện bằng nụ cười và đi thẳng ra ngoài như một quý ông để lại trong lòng em boăn khoăn, suy nghĩ bạn em thì rối loạn, tiềm thức của những khách hàng đang mua xếp hàng mua gongcha và không thể thiếu đó chính là trong cả con mắt của 7 nhân viên phục vụ. Anh không để cho em nói 1 lời nào để trả lời câu hỏi của anh, mà anh như 1 thích khách đến rùi đi trong sự núi tiếc, hoang mang, vô vọng éc éc. Em vừa uông ly trà alisan vải đường đá 50 ngắm phố đi bộ, những khoảnh khắc trên đường thì em sẽ quên nhanh thôi nhưng khoảnh khắc giữa anh và em trong tiệm gongcha gần Bitexco thì sẽ mãi in sâu trong tâm trí em, ngàn năm mới được gặp ăn trong tiệm gongcha vội vàng và trong cả cái xã hội nhộn nhịp nhộn nhịp nhộn nhịp này ^^
Em thấy anh rất vui tính haha có phải cơ duyên không? Em đặt topic cho confession này là Love and Destiny bởi vì sau 30p tính từ lúc gặp anh em đã vô tình gặp được crush giữa dòng đời nhộn nhịp này haha và crush nhớ em là ai hahahh. Tất cả đều phải là duyên phận chăng? Nếu đọc được hãy để lại fb của anh nhé chàng trai hài hước ở tiệm gongcha ^^ 
Thứ 6, ngày 20 tháng 1 năm 2017 lúc 3:00am ( anh chính là suy nghĩ lúc 3 giờ sáng của em :) )",,status,,2017-01-20 11:38:16,86,8,1,56,6,1,23,0,0
354821057967236_1183133788469288,"#s40157

Sg 

Hi guys, mình là nữ 96er. Học ca chiều. Tính tình khá nổi loạn nhưng theo nhận xét của mọi người thì chả khác gì con nít cấp 1 :( ngoại hình thì mình nói mình cấp 2 vẫn có người tin :(. Anw, mình rất thích bạn trai nào sporty con trai mặc quần short dép lào áo thun số lúc nào cũng làm mình ấn tượng hơn chỉn chu haha, cùng học chung trường thích chó vì mình đang nuôi chó :p, hài hước vì mình cũng nhây lắm :))), cao hơn mình tại mình thích cảm giác being protected :p, tiền bạc thì mình k quan trọng campuchia mà tới nhe nhưng mình cũn ko phải loại sang chảnh gì vì còn dựa vào gia đình rất nhiều nên nếu thông cảm vui vẻ ngồi ăn hàng ngoài đường lê lết v mình nhe :( ai có nhã ý please comment 'hello' ở dưới mình sẽ chủ động inb nhé ❤️ Thank youuuuuuuu ❤️❤️❤️❤️✌️✌️✌️✌️✌️",,status,,2017-01-20 11:37:54,204,83,1,184,5,1,13,0,1
354821057967236_1183133445135989,"#s40156

SG 
Các anh chị cho em hỏi là khi học ở trường có học triết học Mac, chủ nghĩa mác lê,... không ạ? 
Với lại nếu em không vào đoàn lúc học thpt thì có được học ở trường không ạ?",,status,,2017-01-20 11:37:35,126,31,4,84,5,0,37,0,0
354821057967236_1183132885136045,"#s40155

[SG]

[VIỆC THẬT CẦN NGƯỜI THẬT]

Nhằm chuẩn bị cho đợt soft opening của Leinné - một căn hộ nhỏ nhắn tại Q.1 chuyên bán trang phục & phụ kiện du lịch, nghỉ dưỡng được làm từ chất liệu tự nhiên, hiện công ty đang rất rất rất cần gấp 1 BẠN NỮ ƯA NHÌN, CƯỜI KHÉO + KHÉO NÓI VÀ CÓ THỂ Ở LẠI CÔNG TY LÀM CẢ NGÀY (TỪ 8:00 - 18:00) để tiếp khách mời và hỗ trợ trong buổi opening.

Địa điểm: Leinné nằm ở 38 Lê Lợi, Bến Nghé, Quận 1 (trong hẻm). Giữ xe thì khuyên nên để ở Takashimaya, vì để trong khu chung cư hay để bên chỗ gần nhà sách Sài Gòn sẽ bị chém ác (tận 10,000đ :/ ). Nên đến từ 8:00 để chuẩn bị với mọi người, 10:30 buổi opening sẽ bắt đầu.

Tiền hỗ trợ sau buổi opening sẽ là 200,000đ, tuy nhiên sẽ có thưởng thêm nếu buổi opening diễn ra tốt đẹp :3

RMITer nào có nhu cầu hay có người muốn làm thì hãy liên hệ qua jamesboston95@gmail.com hay inbox mình (viết Deux Polo là ra tên mình :v ). 

Xin cảm ơn :3",,status,,2017-01-20 11:36:19,14,0,0,14,0,0,0,0,0
354821057967236_1183132605136073,"#s40154

Sg
Cần tìm 1 nữ ở ghép phòng Hagl3 từ ngày 1/3/2017
Tháng 3 tụi mình thuê 1 căn tại Hagl3. Hiện tại có 4 nữ Rmiters rồi. Mọi người đều hiền, dễ thương, hòa đồng và sạch sẽ nhé. Tụi mình cần thêm 1 bạn ở ghép 1 phòng master.
Bạn nữ nào có nhu cầu ở ghép thì cmt mình ib nhé.",,status,,2017-01-20 11:35:41,8,9,2,8,0,0,0,0,0
354821057967236_1183132425136091,"#s40153

[SG] Hi. Hiện tại mình vừa hoàn thành xong sem cuối bachelor of commerce (stream marketing). Mình có dự định sẽ học tiếp MBA ở Rmit Mel. Mình đã thử đọc qua trên web trường, nhưng có 1 số cái vẫn chưa rõ. Anh/chị nào biết rõ về điều kiện chuyển tiếp lên MBA ở Rmit Mel như thế nào có thể explain giúp mình k ạ? Many thanks.",,status,,2017-01-20 11:35:23,18,4,0,17,1,0,0,0,0
354821057967236_1183131078469559,"#s40152

sg
Mình yêu một cô gái cá tính, thích chơi LoL. Con gái cá tính có vẻ như rất khó để thu phục và khiến cô ấy ngoan ngoãn với mình. Sắp tới cô ấy rủ mình đi chơi LoL, mình nên nói chuyện, cư xử như nào để làm cô ấy ấn tượng, cảm thấy mình vững chãi dù tụi mình chỉ đang chơi game? Mọi người tư vấn nhé. 
Mãi yêu <3",,status,,2017-01-20 11:33:06,74,29,0,64,2,0,8,0,0
354821057967236_1183130038469663,"#s40151

SG
Chào các bạn, mình là một shop bán mỹ phẩm trên instagram. Mình mmuoons chia sẻ việc mình vừa bị boom hàng vào cuối năm.Cả năm không bị sao, cuối năm 23 Tết hết người này tới người kia vô phá, lần này lại là một sinh viên của rmit :) .
Shop mình có ghi rõ : HÀNG ORDER.
Bạn này vào order, mình không lấy cọc vì tin tưởng.
Hôm nay thứ 6, mai hàng về tới bạn đó vào nói mua son được rồi, hàng về khỏi cần giao với icon 🙂.
Mình nói như trên : hàng mình order không lấy cọc, mai hàng về tới mình không huỷ được, bạn trả lời có luật được huỷ trước 24h giao hàng. Luật này mình mới nghe!
Rồi nói với mình : ""Mình không nhận hàng nha 🙂"" lần đầu tiên mình thấy khách order, huỷ hàng rồi thái độ ngang ngược vậy luôn!
Mình up cho mấy bạn shop khác tránh bạn này ra đừng để như mình vừa ôm hàng vừa bực mình @jessievo.04 tên Bích.
Hiện tại báo cáo làm mình mất bài viết trên insta nên mình viế trên đây cho các bạn cùng trường nhìn cho rõ mặt.
Bán 1 thỏi son đâu có lời bao nhiêu mấy bạn, bỏ công thức đêm thức hôm ngồi order, trả lời tư vấn, hàng về thức trắng ngồi soạn viết bill lời lãi bao nhiêu mà mấy bạn hành hạ mình hoài!
Rồi nói chuyện với người ta mà cứ icon "":) :))"". Là bình thường hay là coi thường người khác!",,status,,2017-01-20 11:31:45,60,11,0,59,1,0,0,0,0
354821057967236_1182853591830641,R: Sembreak rồi đi chơi đê anh em ơi!!,SAMI,video,https://www.facebook.com/SamiWorld/videos/1237092452988005/,2017-01-20 02:17:25,298,0,0,267,22,0,8,0,1
354821057967236_1182720541843946,"#s40150
#Sg 
Ăn mặc như thế nào để gây ấn tượng mạnh với con gái trong lần đầu tiên gặp mặt?",,status,,2017-01-19 21:32:26,120,32,0,109,2,0,9,0,0
